hash,english,reason,category
3591926048,"Your weapon expertise is [<color=white>{ExpertiseData.Key}</color>][<color=#90EE90>{prestigeLevel}</color>] and you have <color=yellow>{progress}</color> <color=#FFC0CB>expertise</color> (<color=white>{GetLevelProgress(steamId, handler)}%</color>) with <color=#c0c0c0>{weaponType}</color>!","token mismatch on strict retry (missing ['3', '5', '13', '15', '16'], unexpected []) [1f1ee25e]",token_mismatch
3489173133,<color=#c0c0c0>{weaponType}</color> Stats: {bonuses},identical to source on strict retry,identical
719993404,You don't have the required item to reset your weapon stats! (<color=#ffd9eb>{item.GetLocalizedName()}</color>x<color=white>{quantity}</color>),"token mismatch on strict retry (missing ['3', '4'], unexpected []) [d1987782]",token_mismatch
2480816305,<color=#c0c0c0>{expertiseHandler.GetWeaponType()}</color> expertise set to [<color=white>{level}</color>] for <color=green>{playerInfo.User.CharacterName.Value}</color>,"token mismatch on strict retry (missing ['4', '6'], unexpected []) [76613cd1]",token_mismatch
3761416018,First unarmed slot set to <color=white>{new PrefabGUID(ability).GetPrefabName()}</color> for <color=green>{playerInfo.User.CharacterName.Value}</color>.,"token mismatch on strict retry (missing ['4'], unexpected []) [060beb7a]",token_mismatch
1826355702,Second unarmed slot set to <color=white>{new PrefabGUID(ability).GetPrefabName()}</color> for <color=green>{playerInfo.User.CharacterName.Value}</color>.,"token mismatch on strict retry (missing ['5'], unexpected []) [c9cbc6e9]",token_mismatch
313887201,"Change spells to the ones you want in your unarmed slots. When done, toggle this again.",contains English on strict retry,english
3254231727,"You're level [<color=white>{data.Key}</color>][<color=#90EE90>{prestigeLevel}</color>] with <color=yellow>{progress}</color> <color=#FFC0CB>essence</color> (<color=white>{BloodSystem.GetLevelProgress(steamId, handler)}%</color>) in <color=red>{handler.GetBloodType()}</color>!","token mismatch on strict retry (missing ['4', '6', '7', '15', '16'], unexpected []) [644e9799]",token_mismatch
1711931034,<color=red>{bloodType}</color> Stats: {bonuses},identical to source on strict retry,identical
226227140,No progress in <color=red>{handler.GetBloodType()}</color> yet.,contains English on strict retry,english
2785130336,<color=#00FFFF>{finalBloodStat}</color> selected for <color=red>{finalBloodType}</color>!,"token mismatch on strict retry (missing ['3', '4'], unexpected []) [d1987782]",token_mismatch
1449977777,You do not have the required item to reset your blood stats (<color=#ffd9eb>{item.GetLocalizedName()}</color>x<color=white>{quantity}</color>),"token mismatch on strict retry (missing ['3', '5'], unexpected []) [010e36c7]",token_mismatch
2196432591,<color=red>{BloodHandler.GetBloodType()}</color> legacy set to [<color=white>{level}</color>] for <color=green>{foundUser.CharacterName}</color>,"token mismatch on strict retry (missing ['4', '7'], unexpected []) [97fb65d8]",token_mismatch
1716911803,<color=white>{box}</color>:,identical to source on strict retry,identical
823180732,<color=green>{PrefabGUID.GetLocalizedName()}</color> moved - <color=white>{name}</color>,"token mismatch on strict retry (missing ['4'], unexpected []) [060beb7a]",token_mismatch
2191580006,Not enough <color=#ffd9eb>{exoItem.GetLocalizedName()}</color>x<color=white>{factoredCost}</color> for {vBloodPrefabGuid.GetPrefabName()}!,"token mismatch on strict retry (missing ['3'], unexpected []) [35857b71]",token_mismatch
1809964020,Unable to verify tier for {vBloodPrefabGuid.GetPrefabName()}! Shouldn't really happen at this point and may want to inform the developer.,contains English on strict retry,english
780970161,<color=green>{familiarId.GetLocalizedName()}</color> removed from <color=white>{activeBox}</color>.,"token mismatch on strict retry (missing ['4'], unexpected []) [060beb7a]",token_mismatch
2709293439,Your familiar is level [<color=white>{xpData.Key}</color>][<color=#90EE90>{prestigeLevel}</color>] and has <color=yellow>{progress}</color> <color=#FFC0CB>experience</color> (<color=white>{percent}%</color>)!,"token mismatch on strict retry (missing ['3', '5', '7', '13'], unexpected []) [32974361]",token_mismatch
1391708521,Your familiar has prestiged [<color=#90EE90>{prestigeLevel}</color>]!,"token mismatch on strict retry (missing ['2'], unexpected []) [27ca59b5]",token_mismatch
3235862068,Your familiar has prestiged [<color=#90EE90>{prestigeLevel}</color>] and is now level <color=white>{newXP.Key}</color>!,"token mismatch on strict retry (missing ['2', '5'], unexpected []) [f3a76e85]",token_mismatch
54858227,Your familiar has prestiged [<color=#90EE90>{prestigeLevel}</color>] and is now level <color=white>{newXP.Key}</color>! (+<color=#00FFFF>{FamiliarPrestigeStats[value]}</color>),"token mismatch on strict retry (missing ['2', '5', '7'], unexpected []) [e0c7ce47]",token_mismatch
3334433396,Familiar attempting to prestige must be at max level (<color=white>{ConfigService.MaxFamiliarLevel}</color>) or requires <color=#ffd9eb>{_itemSchematic.GetLocalizedName()}</color><color=yellow>x</color><color=white>{clampedCost}</color>.,"token mismatch on strict retry (missing ['0', '2', '3', '9', '10'], unexpected []) [6d48abb1]",token_mismatch
1469754031,Looks like your familiar is still able to be found; unbind it normally after calling if it's dismissed instead.,contains English on strict retry,english
2474938940,Couldn't find matching familiar in boxes.,contains English on strict retry,english
2682530289,You don't have the required amount of <color=#ffd9eb>{_vampiricDust.GetLocalizedName()}</color>! (x<color=white>{clampedCost}</color>),"token mismatch on strict retry (missing ['5'], unexpected []) [c9cbc6e9]",token_mismatch
2486628899,You don't have the required amount of <color=#ffd9eb>{_vampiricDust.GetLocalizedName()}</color>! (x<color=white>{changeQuantity}</color>),"token mismatch on strict retry (missing ['5'], unexpected []) [c9cbc6e9]",token_mismatch
1228611582,Familiar Battle Groups:,identical to source on strict retry,identical
907868427,Position in queue: <color=white>{position}</color> (<color=yellow>{Misc.FormatTimespan(timeRemaining)}</color>),"token mismatch on strict retry (missing ['3', '5'], unexpected []) [010e36c7]",token_mismatch
2968342812,You can't challenge another player while queued for battle! Position in queue: <color=white>{position}</color> (<color=yellow>{Misc.FormatTimespan(timeRemaining)}</color>),"token mismatch on strict retry (missing ['3', '5'], unexpected []) [010e36c7]",token_mismatch
2563987683,"Target cache isn't ready yet, check back shortly!",contains English on strict retry,english
3878896595,Quests for <color=green>{playerInfo.User.CharacterName.Value}</color> have been refreshed.,contains English on strict retry,english
860320001,Your <color=#00FFFF>Daily Quest</color> has been rerolled for <color=#C0C0C0>{item.GetLocalizedName()}</color> x<color=white>{quantity}</color>!,"token mismatch on strict retry (missing ['5'], unexpected []) [c9cbc6e9]",token_mismatch
1985982508,You couldn't afford to reroll your daily... (<color=#C0C0C0>{item.GetLocalizedName()}</color> x<color=white>{quantity}</color>),"token mismatch on strict retry (missing ['5'], unexpected []) [c9cbc6e9]",token_mismatch
4009901629,Your <color=#BF40BF>Weekly Quest</color> has been rerolled for <color=#C0C0C0>{item.GetLocalizedName()}</color> x<color=white>{quantity}</color>!,"token mismatch on strict retry (missing ['5'], unexpected []) [c9cbc6e9]",token_mismatch
707311945,You couldn't afford to reroll your wekly... (<color=#C0C0C0>{item.GetLocalizedName()}</color> x<color=white>{quantity}</color>),"token mismatch on strict retry (missing ['5'], unexpected []) [c9cbc6e9]",token_mismatch
743696282,You're level [<color=white>{level}</color>][<color=#90EE90>{prestigeLevel}</color>] with <color=yellow>{progress}</color> <color=#FFC0CB>experience</color> (<color=white>{percent}%</color>)!,"token mismatch on strict retry (missing ['4', '6', '7', '13'], unexpected []) [2d8a631c]",token_mismatch
3681675424,Level must be between <color=white>0</color> and <color=white>{ConfigService.MaxLevel}</color>!,"token mismatch on strict retry (missing ['4'], unexpected []) [060beb7a]",token_mismatch
2437634726,Level set to <color=white>{level}</color> for <color=green>{foundUser.CharacterName.Value}</color>!,"token mismatch on strict retry (missing ['5'], unexpected []) [c9cbc6e9]",token_mismatch
216725398,"You're level [<color=white>{data.Key}</color>] and have <color=yellow>{progress}</color> <color=#FFC0CB>proficiency</color> (<color=white>{ProfessionSystem.GetLevelProgress(steamId, professionHandler)}%</color>) in {professionHandler.GetProfessionName()}","token mismatch on strict retry (missing ['5', '10'], unexpected []) [a19ba3b2]",token_mismatch
1201875369,No progress in {professionHandler.GetProfessionName()} yet!,contains English on strict retry,english
714432788,"You've already selected {FormatClassName(currentClass.Value)}, use <color=white>'.class c [Class]'</color> to change. (<color=#ffd9eb>{new PrefabGUID(ConfigService.ChangeClassItem).GetLocalizedName()}</color>x<color=white>{ConfigService.ChangeClassQuantity}</color>)","token mismatch on strict retry (missing ['7', '8'], unexpected []) [de8aa3b5]",token_mismatch
501637283,Class changed to {FormatClassName(playerClass)}!,contains English on strict retry,english
3399068440,<color=white>VBloods Slain</color>: <color=#FF5733>{0}</color> | <color=white>Units Killed</color>: <color=#FFD700>{1}</color> | <color=white>Deaths</color>: <color=#808080>{2}</color> | <color=white>Time Online</color>: <color=#1E90FF>{3}</color>hr | <color=white>Distance Traveled</color>: <color=#32CD32>{4}</color>kf | <color=white>Blood Consumed</color>: <color=red>{5}</color>L,"token mismatch on strict retry (missing ['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29'], unexpected []) [45c5857a]",token_mismatch
1286090332,"You're level [<color=white>{data.Key}</color>][<color=#90EE90>{prestigeLevel}</color>] with <color=yellow>{progress}</color> <color=#FFC0CB>essence</color> (<color=white>{BloodSystem.GetLevelProgress(ctx.Event.User.PlatformId, handler)}%</color>) in <color=red>{handler.GetBloodType()}</color>!","token mismatch on strict retry (missing ['4', '6', '7', '15', '16'], unexpected []) [644e9799]",token_mismatch
3066749917,"<color=green>{famName}</color>{(buffsData.FamiliarBuffs.ContainsKey(familiarId) ? $""{colorCode}*</color>"" : """")} [<color=white>{level}</color>][<color=#90EE90>{prestiges}</color>] added to <color=white>{groupName}</color>! (<color=yellow>{slotIndex}</color>)","token mismatch on strict retry (missing ['4', '5', '7', '8', '10', '11', '12'], unexpected []) [0819a102]",token_mismatch
2511919794,"<color=yellow>{count}</color>| <color=green>{famName}</color>{(familiarBuffsData.FamiliarBuffs.ContainsKey(famKey) ? $""{colorCode}*</color> {levelAndPrestiges}"" : $"" {levelAndPrestiges}"")}",placeholders only,placeholder
2978826451,"<color=green>{famName}</color>{(buffsData.FamiliarBuffs.ContainsKey(familiarId) ? ""{colorCode}*</color>"" : """")} [<color=white>{level}</color>][<color=#90EE90>{prestiges}</color>] added to <color=white>{groupName}</color>! (<color=yellow>{slotIndex}</color>)","token mismatch on strict retry (missing ['4', '5', '7', '8', '10', '11', '12'], unexpected []) [0819a102]",token_mismatch
2272306226,<color=green>{0}</color> moved - <color=white>{1}</color>,"token mismatch on strict retry (missing ['4'], unexpected []) [060beb7a]",token_mismatch
3938781329,Not enough <color=#ffd9eb>{0}</color>x<color=white>{1}</color> for {2}!,"token mismatch on strict retry (missing ['3'], unexpected []) [35857b71]",token_mismatch
3139406824,<color=green>{0}</color> removed from <color=white>{1}</color>.,"token mismatch on strict retry (missing ['4'], unexpected []) [060beb7a]",token_mismatch
3055272330,Familiar attempting to prestige must be at max level (<color=white>{0}</color>) or requires <color=#ffd9eb>{1}</color><color=yellow>x</color><color=white>{2}</color>.,"token mismatch on strict retry (missing ['0', '2', '3', '9', '10'], unexpected []) [6d48abb1]",token_mismatch
66882170,You don't have the required amount of <color=#ffd9eb>{0}</color>! (x<color=white>{1}</color>),"token mismatch on strict retry (missing ['5'], unexpected []) [c9cbc6e9]",token_mismatch
3402815477,<color=white>VBloods Slain</color>: <color=#FF5733>{0}</color> | <color=white>Units Killed</color>: <color=#FFD700>{1}</color> | <color=white>Deaths</color>: <color=#808080>{2}</color> | <color=white>Time Online</color>: <color=#1E90FF>{3}</color>hr | <color=white>Distance Traveled</color>: <color=#32CD32>{4}</color>kf | <color=white>Blood Consumed</color>: <color=red>{5}</color>L,"token mismatch on strict retry (missing ['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29'], unexpected []) [45c5857a]",token_mismatch
3326145371,You're level [<color=white>{0}</color>][<color=#90EE90>{1}</color>] with <color=yellow>{2}</color> <color=#FFC0CB>experience</color> (<color=white>{3}%</color>)!,"token mismatch on strict retry (missing ['4', '6', '7', '13'], unexpected []) [2d8a631c]",token_mismatch
842146063,Level must be between <color=white>0</color> and <color=white>{0}</color>!,"token mismatch on strict retry (missing ['4'], unexpected []) [060beb7a]",token_mismatch
566938273,Level set to <color=white>{0}</color> for <color=green>{1}</color>!,"token mismatch on strict retry (missing ['5'], unexpected []) [c9cbc6e9]",token_mismatch
2698551496,Quests for <color=green>{0}</color> have been refreshed.,contains English on strict retry,english
2286869349,Your <color=#00FFFF>Daily Quest</color> has been rerolled for <color=#C0C0C0>{0}</color> x<color=white>{1}</color>!,"token mismatch on strict retry (missing ['5'], unexpected []) [c9cbc6e9]",token_mismatch
4273383622,You couldn't afford to reroll your daily... (<color=#C0C0C0>{0}</color> x<color=white>{1}</color>),"token mismatch on strict retry (missing ['5'], unexpected []) [c9cbc6e9]",token_mismatch
370730849,Your <color=#BF40BF>Weekly Quest</color> has been rerolled for <color=#C0C0C0>{0}</color> x<color=white>{1}</color>!,"token mismatch on strict retry (missing ['5'], unexpected []) [c9cbc6e9]",token_mismatch
1315865629,You couldn't afford to reroll your wekly... (<color=#C0C0C0>{0}</color> x<color=white>{1}</color>),"token mismatch on strict retry (missing ['5'], unexpected []) [c9cbc6e9]",token_mismatch
1105957988,Nearest <color=white>{0}</color> was <color=#00FFFF>{1}</color>f away to the {2}!,"token mismatch on strict retry (missing ['3'], unexpected []) [35857b71]",token_mismatch
800655279,{0}: <color=green>{1}</color> <color=white>{2}</color>x<color=#FFC0CB>{3}</color> [<color=white>{4}</color>/<color=yellow>{3}</color>],"token mismatch on strict retry (missing ['4', '7', '8', '10', '11', '12', '13', '14', '15'], unexpected []) [c970bb7d]",token_mismatch
3499636759,Time until {0} reset - <color=yellow>{1}</color> | {2} Prefab: <color=white>{3}</color>,"token mismatch on strict retry (missing ['6'], unexpected []) [9ca6ab0e]",token_mismatch
3914295487,<color=green>{0}</color> added to <color=white>{1}</color>.,"token mismatch on strict retry (missing ['3', '4'], unexpected []) [d1987782]",token_mismatch
4052165110,<color=green>{0}</color> (<color=yellow>{1}</color>) added to <color=white>{2}</color>.,"token mismatch on strict retry (missing ['4', '6', '7'], unexpected []) [9d3fad3e]",token_mismatch
935039462,"Familiar already has <color=#00FFFF>{0}</color> (<color=yellow>{1}</color>) from prestiging, use '<color=white>.fam lst</color>' to see options.","token mismatch on strict retry (missing ['3', '6'], unexpected []) [e9f2763e]",token_mismatch
4049081768,Your familiar has prestiged [<color=#90EE90>{0}</color>]; the accumulated knowledge allowed them to retain their level!,"token mismatch on strict retry (missing ['2'], unexpected []) [27ca59b5]",token_mismatch
1757634753,You do not have enough of the required item to change classes (<color=#ffd9eb>{0}</color>x<color=white>{1}</color>),"token mismatch on strict retry (missing ['3', '5'], unexpected []) [010e36c7]",token_mismatch
3637584655,Failed to remove enough of the item required (<color=#ffd9eb>{0}</color>x<color=white>{1}</color>),"token mismatch on strict retry (missing ['3', '5'], unexpected []) [010e36c7]",token_mismatch
3613050716,{0} stat synergies [x<color=white>{1}</color>]:,"token mismatch on strict retry (missing ['3'], unexpected []) [35857b71]",token_mismatch
2421466322,{0} spells:,placeholders only,placeholder
2214985381,<color=#90EE90>{0}</color> Prestige Info:,identical to source on strict retry,identical
1178832936,"You have prestiged in <color=#90EE90>Experience</color>[<color=white>{0}</color>]! Growth rates for all expertise/legacies increased by <color=green>{1}</color>, experience from unit kills reduced by <color=red>{2}</color>.","token mismatch on strict retry (missing ['3', '10'], unexpected []) [b843c82c]",token_mismatch
1223341524,<color=#90EE90>{0}</color>[<color=white>{1}</color>] prestiged successfully! Growth rate reduced by <color=red>{2}</color> and stat bonuses improved by <color=green>{3}</color>. The total change in growth rate with leveling prestige bonus is <color=yellow>{4}</color>.,"token mismatch on strict retry (missing ['4'], unexpected []) [060beb7a]",token_mismatch
421960942,VBlood emotes <color=green>enabled</color>.,identical to source on strict retry,identical
2740121583,VBlood emotes <color=red>disabled</color>.,identical to source on strict retry,identical
1248377615,<color=yellow>Familiar</color> <color=green>enabled</color>!,identical to source on strict retry,identical
1014495694,<color=yellow>Familiar</color> <color=red>disabled</color>!,identical to source on strict retry,identical
1318067012,"Invalid index, use <color=white>1</color>-<color=white>{MaxIndex}</color>! (Active Box - <color=yellow>{ActiveBox}</color>)","token mismatch on strict retry (missing ['3'], unexpected []) [35857b71]",token_mismatch
2814501768,<color=green>{0}</color>{1}*</color> <color=#FFC0CB>unbound</color>!,"token mismatch on strict retry (missing ['4'], unexpected []) [060beb7a]",token_mismatch
3987763597,<color=green>{0}</color> <color=#FFC0CB>unbound</color>!,identical to source on strict retry,identical
2772168133,{0}[<color=white>{1}</color>],placeholders only,placeholder
3105730177,Not enough energy to maintain form... (<color=yellow>{Energy}</color>),"token mismatch on strict retry (missing ['2'], unexpected []) [27ca59b5]",token_mismatch
3133295357,Your weapon expertise is [<color=white>{0}</color>][<color=#90EE90>{1}</color>] and you have <color=yellow>{2}</color> <color=#FFC0CB>expertise</color> (<color=white>{3}%</color>) with <color=#c0c0c0>{4}</color>!,"token mismatch on strict retry (missing ['3', '5', '13', '15', '16'], unexpected []) [1f1ee25e]",token_mismatch
4190631897,<color=#c0c0c0>{0}</color> Stats: {1},identical to source on strict retry,identical
1454481026,You don't have the required item to reset your weapon stats! (<color=#ffd9eb>{0}</color>x<color=white>{1}</color>),"token mismatch on strict retry (missing ['3', '4'], unexpected []) [d1987782]",token_mismatch
3227554981,<color=#c0c0c0>{0}</color> expertise set to [<color=white>{1}</color>] for <color=green>{2}</color>,"token mismatch on strict retry (missing ['4', '6'], unexpected []) [76613cd1]",token_mismatch
1601487032,First unarmed slot set to <color=white>{0}</color> for <color=green>{1}</color>.,"token mismatch on strict retry (missing ['4'], unexpected []) [060beb7a]",token_mismatch
3060695596,Second unarmed slot set to <color=white>{0}</color> for <color=green>{1}</color>.,"token mismatch on strict retry (missing ['5'], unexpected []) [c9cbc6e9]",token_mismatch
2844729307,Your familiar has prestiged [<color=#90EE90>{prestigeLevel}</color>]; the accumulated knowledge allowed them to retain their level!,"token mismatch on strict retry (missing ['2'], unexpected []) [27ca59b5]",token_mismatch
,,"{""token_mismatch"": 92, ""english"": 19, ""identical"": 14, ""placeholder"": 4}",summary
